level,feature_id,lgd_code,name,stations,cities,pct_area_within_50km,area_km2
district,368,368,Nuapada,0,0,0.0,3848
district,385,385,Mahasamund,0,0,12.4,4749
district,644,644,Baloda Bazar,0,0,41.3,3961
district,650,650,Bemetara,0,0,68.9,2240
district,759,759,Khairgarh Chhuikhadan Gandai,0,0,35.3,2322
district,392,392,Balaghat,0,0,0.0,9250
district,476,476,Gondia,0,0,0.0,5180
district,388,388,Rajnandgaon,0,0,41.3,3259
district,761,761,Mohla Manpur Ambagarh Chouki,0,0,0.0,2490
district,471,471,Bhandara,0,0,5.7,4139
district,394,394,Betul,0,0,0.0,10054
district,500,500,Yavatmal,0,0,14.4,13588
district,498,498,Wardha,0,0,21.3,6305
district,501,501,Adilabad,0,0,0.9,4000
district,680,680,Nirmal,0,0,0.3,3715
district,681,681,Jagitial,0,0,0.0,2886
district,683,683,Rajanna Sircilla,0,0,0.0,1808
district,516,516,Nizamabad,0,0,0.0,4213
district,685,685,Kamareddy,0,0,0.0,3740
district,477,477,Hingoli,0,0,42.8,4713
district,488,488,Osmanabad,0,0,35.1,7573
district,470,470,Beed,0,0,23.5,10608
district,472,472,Buldhana,0,0,28.1,9744
district,499,499,Washim,0,0,18.0,5129
district,397,397,Burhanpur,0,0,0.0,3225
district,393,393,Barwani,0,0,4.4,5426
district,444,444,Dang,0,0,0.0,1769
district,641,641,Tapi,0,0,4.8,3139
district,486,486,Nandurbar,0,0,0.1,5960
district,452,452,Narmada,0,0,13.1,2814
district,443,443,Bhavnagar,0,0,0.0,6766
district,465,465,Dadra And Nagar Haveli,0,0,100.0,493
district,463,463,Daman,0,0,100.0,71
district,453,453,Navsari,0,0,65.5,2202
district,494,494,Satara,0,0,13.0,10481
district,527,527,Belagavi,0,0,47.3,13415
district,540,540,Haveri,0,0,11.8,4827
district,550,550,Uttara Kannada,0,0,12.3,10287
district,552,552,South Goa,0,0,0.0,1955
district,551,551,North Goa,0,0,0.0,1742
district,495,495,Sindhudurg,0,0,3.8,5111
district,492,492,Ratnagiri,0,0,19.6,8285
district,675,675,Gir Somnath,0,0,0.0,2643
district,464,464,Diu,0,0,0.0,39
district,439,439,Amreli,0,0,0.0,7311
district,448,448,Junagadh,0,0,0.0,6148
district,456,456,Porbandar,0,0,0.0,2315
district,674,674,Devbhumi Dwarka,0,0,0.0,4156
district,449,449,Kachchh,0,0,0.0,40700
district,90,90,Barmer,0,0,0.0,18199
district,779,779,Sanchor,0,0,0.6,4834
district,455,455,Patan,0,0,0.0,5789
district,673,673,Morbi,0,0,0.0,4981
district,447,447,Jamnagar,0,0,0.0,5910
district,457,457,Rajkot,0,0,0.0,7698
district,460,460,Surendranagar,0,0,1.3,9176
district,676,676,Botad,0,0,0.0,2476
district,451,451,Mahesana,0,0,43.1,4414
district,672,672,Arvalli,0,0,51.6,3151
district,669,669,Mahisagar,0,0,2.4,2509
district,454,454,Panch Mahals,0,0,0.0,3291
district,450,450,Kheda,0,0,76.2,3442
district,440,440,Anand,0,0,5.8,3176
district,461,461,Vadodara,0,0,10.7,4087
district,668,668,Chhotaudepur,0,0,0.0,3458
district,639,639,Alirajpur,0,0,0.0,3337
district,412,412,Jhabua,0,0,25.9,3445
district,445,445,Dohad,0,0,1.7,3640
district,777,777,Salumbar,0,0,61.7,2511
district,416,416,Mandsaur,0,0,49.1,5553
district,419,419,Neemuch,0,0,12.5,4295
district,95,95,Chittorgarh,0,0,44.5,7812
district,780,780,Shahpura,0,0,77.5,3804
district,458,458,Sabar Kantha,0,0,34.3,4246
